,Age,EducationLevel,NumDependents,Latitude,Longitude,Terrorism,UserTenure,Gender_Male,Occupation_Retired,Occupation_Student,Occupation_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,TransactionLocation_BRISBANE,TransactionLocation_CANBERRA,TransactionLocation_DARWIN,TransactionLocation_HOBART,TransactionLocation_MELBOURNE,TransactionLocation_PERTH,TransactionLocation_SYDNEY,DeviceType_Mobile,DeviceType_Tablet,TransactionType_Purchase,TransactionType_Transfer,TransactionType_Withdrawal,GiftsTransaction_AUD_equivalent,Income_AUD_equivalent,Expenditure_AUD_equivalent,TransactionAmount_AUD_equivalent,Year,Month,Day,IsFraud
1931,52000,2,0,-37.0201,144.9646,False,68,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7976.2396,92629.96,63571.42,2094.61,2023,12,23,no
1932,38,1,4,-25.042261,117.793221,True,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2952.5832,49765.42,17679.46,145.0,2023,12,26,no
1933,39000,1,2,-20.917574,142.702789,False,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3763.9448,89363.95,66768.06,534.01,2023,5,27,no
1934,41,0,3,-31.840233,145.612793,True,56,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1300.8716,50717.69,34533.31,16.32,2023,11,1,yes
1935,35,0,1,-37.0201,144.9646,True,85,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3798.6564,112889.99,54089.81,218.57,2023,7,19,no
1936,35,1,2,-37.0201,144.9646,False,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8701.09,55872.42,106497.92,557.2719999999999,2023,9,25,no
1937,27,0,4,-31.840233,145.612793,False,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6956.58,71005.81,131912.23,470.3315,2023,12,29,yes
1938,39,1,4,-37.0201,144.9646,False,47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,259.71959999999996,88494.19,59830.02,185.91,2023,3,8,no
1939,23,1,2,-37.0201,144.9646,False,117,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,10889.916799999999,69793.6,50574.25,8.54,2023,11,30,yes
1940,48,0,3,-20.917574,142.702789,True,64,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,672.91,43234.7,30630.021699999998,180.22369999999998,2023,12,15,no
1941,27,1,4,-31.840233,145.612793,True,24,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6633.6592,71436.66,38343.34,176.8,2023,3,30,no
1942,-37,0,2,-41.640079,146.315918,False,93,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,435.7668,61162.46,34897.86,76.9,2023,12,30,yes
1943,33,2,2,-31.840233,145.612793,False,43,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4870.37,37340.77,57204.71,41.5699,2023,11,13,no
1944,43,1,1,-31.840233,145.612793,False,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4289.8324,114941.66,62591.15,21.99,2023,9,9,no
1945,32,0,0,-31.840233,145.612793,False,42,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1113.56,79866.39,125885.83,191.54,2023,12,16,no
1946,37,1,2,-31.840233,145.612793,False,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,11798.7492,59926.02,37549.19,46.41,2023,10,8,no
1947,-18,1,2,-20.917574,142.702789,True,73,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,7228.382,117106.74,71033.92,297.03,2023,8,4,no
1948,41,0,0,-25.042261,117.793221,False,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1921.64,37026.32,42673.79,400.4224,2023,4,1,no
1949,42,0,0,-20.917574,142.702789,False,65,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8068.61,81479.32,142322.4,1044.31,2023,3,10,no
1950,32,2,2,-25.042261,117.793221,False,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18631.6424,69370.61,31347.33,41.81,2023,2,16,no
1951,19,0,0,-37.0201,144.9646,True,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12339.8856,68162.38,22163.26,35.81,2023,1,12,no
1952,27,2,0,-37.0201,144.9646,True,75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2569.8736,28593.36,18657.88,35.21,2023,12,19,no
1953,18,1,4,-37.0201,144.9646,False,88,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4152.48,37884.74,16302.9448,40.0119,2023,11,28,no
1954,29,0,1,-31.840233,145.612793,True,113,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,6223.274399999999,130128.28,60577.22,532.12,2023,12,22,yes
1955,27,1,2,-37.0201,144.9646,False,89,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,23991.98,123517.64,192545.43,1605.07,2023,6,11,no
1956,40,0,4,-37.0201,144.9646,False,46,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,22056.28,101362.55,50586.861899999996,554.61,2023,3,25,no
1957,47,0,3,-31.840233,145.612793,False,29,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,3660.2216,26761.94,10016.3,529.22,2023,12,24,no
1958,32,0,4,-25.042261,117.793221,False,65,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2130.4808,23521.53,15858.68,102.43,2023,9,17,yes
1959,23,2,2,-37.0201,144.9646,False,71,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,498.31,55573.91,18384.6952,66.14,2023,12,27,no
1960,30,0,4,-37.0201,144.9646,True,45,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,11134.3876,94395.29,66126.26,255.26,2023,8,20,no
1961,32,0,1,-31.840233,145.612793,False,97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5240.0992,69240.61,43224.0,479.14,2023,3,6,no
1962,38,2,4,-25.042261,117.793221,False,41,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2249.15,85149.79,151536.77,462.9515,2023,7,25,no
1963,31,1,0,-37.0201,144.9646,False,50,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3092.8212,52484.48,28844.97,43.17,2023,4,20,no
1964,18,1,0,-31.840233,145.612793,True,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,220.01,68887.51,40301.05,97.04,2023,11,22,no
1965,18,2,1,-20.917574,142.702789,True,25,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2269.484,78439.97,35711.97,112.78,2023,12,27,no
1966,32,2,4,-25.042261,117.793221,False,60,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,21197.3804,79658.53,59275.05,249.16,2023,3,18,yes
1967,40,1,4,-41.640079,146.315918,False,108,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4929.4980000000005,91835.67,63393.55,471.11,2023,12,28,yes
1968,49,0,3,-31.840233,145.612793,False,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,22939.2324,122805.42,96122.9,268.58,2023,11,14,no
1969,33,0,4,-31.840233,145.612793,False,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12684.8652,64973.38,28306.34,16.38,2023,9,1,no
1970,47,1,3,-20.917574,142.702789,True,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3102.5428,89048.26,64958.08,107.0,2023,4,19,yes
1971,33,2,0,-31.840233,145.612793,True,24,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2627.54,107817.18,52195.36979999999,881.38,2023,12,29,no
1972,34,0,4,-37.0201,144.9646,False,42,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1030.274,146124.81,90879.87,39.68,2023,12,1,yes
1973,34,1,1,-31.840233,145.612793,False,50,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,627.9252,43925.32,20953.48,127.87,2023,7,28,yes
1974,30,0,4,-20.917574,142.702789,False,83,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,584.7267999999999,24675.16,14211.2,239.1,2023,12,18,yes
1975,36,0,3,-30.000233,136.209152,True,105,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,58.7216,48916.91,16707.63,97.26,2023,9,18,no
1976,56,0,4,-35.473469,149.012375,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5769.808800000001,36454.61,20071.96,13.7,2023,9,21,yes
1977,46,1,1,-31.840233,145.612793,False,36,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4614.09,35136.15,61134.11,2486.47,2023,9,7,no
1978,18,1,3,-30.000233,136.209152,False,55,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,30147.308800000003,161040.14,61339.35,146.98,2023,12,17,yes
1979,18,0,1,-31.840233,145.612793,True,83,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,25548.7176,97439.84,44281.47,39.95,2023,12,13,no
1980,-37,2,3,-37.0201,144.9646,False,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1501.2032,90265.4,31990.31,487.11,2023,9,30,no
1981,18,3,4,-31.840233,145.612793,False,27,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7885.6876,96295.59,74288.33,129.25,2023,12,12,yes
1982,28,1,2,-31.840233,145.612793,True,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,905.52,19187.92,14740.27,2683.79,2023,7,24,yes
1983,25,2,0,-37.0201,144.9646,True,79,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6940.516799999999,118324.15,43313.87,116.93,2023,9,18,no
1984,26,1,0,-20.917574,142.702789,False,46,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12902.5232,49171.74,30321.81,160.92,2023,10,22,no
1985,37,3,2,-31.840233,145.612793,False,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2681.21,82602.79,123190.93,327.86879999999996,2023,10,27,no
1986,35,1,2,-20.917574,142.702789,True,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3979.5251999999996,85834.03,37532.47,34.12,2023,12,12,no
1987,47,0,2,-25.042261,117.793221,False,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9377.12,69879.68,25432.2836,2223.2619,2023,10,26,yes
1988,-50,1,3,-37.0201,144.9646,False,23,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,7475.734,114144.43,46779.71,321.51,2023,7,3,no
1989,27,0,0,-20.917574,142.702789,False,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,10829.372399999998,114575.88,34483.75,57.57,2023,5,21,no
1990,-29,1,1,-31.840233,145.612793,True,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7356.8012,81102.53,58613.09,32.84,2023,10,11,no
1991,29,1,3,-37.0201,144.9646,False,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4788.476,62627.33,27538.05,888.94,2023,6,1,no
1992,41,0,1,-37.0201,144.9646,False,69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6847.848,73150.91,28926.98,15.52,2023,12,14,no
1993,37,2,1,-37.0201,144.9646,False,47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5148.7436,67378.82,26612.7,622.17,2023,11,22,no
1994,49,1,1,-31.840233,145.612793,True,99,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,437.4524,63730.7,34006.53,190.8,2023,6,13,no
1995,33,1,1,-31.840233,145.612793,False,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7790.5884,48230.22,38576.18,92.96,2023,9,29,no
1996,41,1,4,-30.000233,136.209152,False,48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1933.8927999999999,83107.36,65195.9,604.46,2023,12,25,yes
1997,30,1,1,-31.840233,145.612793,False,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,900.7768,30512.07,10875.43,1170.82,2023,5,29,no
1998,34,1,4,-20.917574,142.702789,False,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4708.214,42980.21,26051.29,407.28,2023,12,29,no
1999,19,2,1,-37.0201,144.9646,False,118,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1933.6968,80189.3,55218.44,819.86,2023,11,9,yes
2000,-36,2,0,-37.0201,144.9646,False,55,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13354.734400000001,63693.8,22070.77,185.99,2023,12,10,no
2001,41,1,3,-37.0201,144.9646,True,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,9673.4036,126173.42,76978.21,262.6,2023,5,10,no
2002,42,0,1,-20.917574,142.702789,False,115,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6122.412799999999,63896.85,21516.52,295.56,2023,7,22,no
2003,35,2,1,-35.473469,149.012375,False,106,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9295.515599999999,112905.14,37465.2,50.12,2023,9,18,no
2004,-21,0,3,-25.042261,117.793221,False,37,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,10513.5576,94216.58,43887.51,205.75,2023,5,5,no
2005,36,0,3,-37.0201,144.9646,True,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,43269.155999999995,137933.83,88801.01,11.78,2023,3,14,no
2006,30000,1,4,-35.473469,149.012375,True,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5859.106400000001,151193.97,82447.08,49.29,2023,12,12,yes
2007,34,1,4,-31.840233,145.612793,False,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9804.5864,36285.42,14514.34,266.02,2023,2,11,yes
2008,39,1,3,-31.840233,145.612793,True,54,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,52.5,15695.28,9051.7996,50.0569,2023,1,28,no
2009,38,1,0,-37.0201,144.9646,True,106,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2336.6924,89573.97,30631.13,639.6,2023,2,10,no
2010,18,1,0,-37.0201,144.9646,False,40,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3750.47,92221.06,153493.04,124.3735,2023,5,17,no
2011,26,1,3,-37.0201,144.9646,False,10,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4936.62,78554.57,136781.97,47.78,2023,12,30,no
2012,32,1,1,-37.0201,144.9646,False,118,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,766.5364,51899.65,37175.04,1814.45,2023,11,30,yes
2013,35,1,2,-20.917574,142.702789,False,25,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,26754.058800000003,81599.3,30990.15,2400.14,2023,5,4,yes
2014,42,0,3,-31.840233,145.612793,False,81,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,14091.4984,67694.01,39344.37,245.21,2023,10,16,no
2015,42,2,4,-25.042261,117.793221,False,119,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,341.4124,37293.59,28801.64,184.61,2023,6,9,no
2016,40000,2,0,-37.0201,144.9646,False,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3297.3668,39179.64,12699.31,191.64,2023,10,21,no
2017,40,1,3,-20.917574,142.702789,True,35,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,6965.11,74192.52,52851.6035,196.8451,2023,5,24,no
2018,18,3,4,-20.917574,142.702789,True,111,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,316.5204,32966.28,23933.66,83.44,2023,10,20,no
2019,18,0,3,-20.917574,142.702789,False,113,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,21405.356,115281.08,54635.15,616.06,2023,10,27,yes
2020,22,3,4,-37.0201,144.9646,False,83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6301.9684,92136.67,65345.75,59.7,2023,8,30,no
2021,35,1,4,-37.0201,144.9646,True,39,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5300.0164,53733.41,29296.02,165.88,2023,7,24,no
2022,33,2,0,-31.840233,145.612793,False,59,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11987.0464,69611.58,32127.6,58.02,2023,5,5,no
2023,36,0,1,-31.840233,145.612793,False,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,6710.0796,74226.48,29834.12,81.03,2023,3,14,no
2024,31,1,0,-37.0201,144.9646,False,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8172.5336,40123.66,19157.68,32.78,2023,1,16,no
2025,-25,3,4,-30.000233,136.209152,False,78,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5999.266,69662.62,23345.09,340.95,2023,9,30,no
2026,35,1,3,-31.840233,145.612793,True,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10911.712,174007.38,123045.97,9.94,2023,12,23,no
2027,45,0,4,-31.840233,145.612793,False,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13377.882,89997.9,29174.67,1260.09,2023,4,2,no
2028,27,1,3,-31.840233,145.612793,False,98,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17057.8212,83591.45,40588.86,1241.87,2023,3,20,yes
2029,37000,0,3,-20.917574,142.702789,True,49,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,477.75,46251.55,19865.82,258.73,2023,9,21,no
2030,26,0,1,-19.491411,132.550964,False,31,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,21222.292,111554.07,82459.71,341.57,2023,12,28,yes
2031,31,3,2,-20.917574,142.702789,True,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,7815.8332,59050.1,28494.53,348.02,2023,8,18,no
2032,48,1,3,-20.917574,142.702789,False,93,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,8526.71,49251.65,55676.35,12.861699999999999,2023,11,12,no
2033,38,0,2,-37.0201,144.9646,False,45,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13800.04,69977.9,54889.647899999996,509.09,2023,12,6,no
2034,43,1,2,-37.0201,144.9646,False,38,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,914.5360000000001,78167.05,47596.45,147.97,2023,12,22,no
2035,39,1,0,-31.840233,145.612793,False,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6793.262,95208.03,68160.14,37.69,2023,5,30,yes
2036,34,2,3,-31.840233,145.612793,True,36,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2754.16,56245.74,77794.52,1173.41,2023,10,13,no
2037,31000,0,2,-37.0201,144.9646,True,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9811.2308,33356.81,19284.23,68.38,2023,5,16,no
2038,61,0,2,-37.0201,144.9646,False,116,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4061.7668,58393.9,23561.62,812.68,2023,3,11,no
2039,18,0,1,-31.840233,145.612793,False,96,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,14301.8064,85403.23,37395.78,192.99,2023,1,26,yes
2040,20,3,2,-31.840233,145.612793,False,61,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,550.37,45972.48,26394.4511,172.86,2023,12,8,no
2041,22,1,2,-37.0201,144.9646,False,46,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,215.04,29260.44,56444.29,220.4734,2023,8,11,no
2042,-25,2,4,-20.917574,142.702789,False,43,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5358.9732,83072.28,52125.56,181.48,2023,12,6,no
2043,27,3,2,-31.840233,145.612793,False,46,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,10016.5996,74137.36,54225.16,21.94,2023,8,1,no
2044,26,1,4,-20.917574,142.702789,False,80,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7583.181199999999,96720.27,39723.77,383.87,2023,11,25,no
2045,42,2,1,-20.917574,142.702789,False,85,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1634.97,24468.3,26650.02,555.5336,2023,7,17,yes
2046,18,1,1,-31.840233,145.612793,True,101,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,10979.1948,64176.25,41784.92,238.43,2023,2,10,no
2047,29,2,2,-20.917574,142.702789,False,42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,6142.7576,64926.49,36949.52,4540.42,2023,10,21,yes
2048,43,2,2,-31.840233,145.612793,False,119,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2360.0164,42168.51,32426.04,194.44,2023,12,15,no
2049,29,0,0,-25.042261,117.793221,False,84,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1291.346,67641.3,39211.64,2924.79,2023,11,14,no
2050,29,1,0,-37.0201,144.9646,False,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,964.1436,43513.26,18501.39,33.15,2023,7,11,yes
2051,30,0,1,-20.917574,142.702789,False,49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,199.86,25506.18,41320.98,50.1389,2023,12,25,no
2052,22,0,2,-31.840233,145.612793,True,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6354.3984,70727.22,48124.48,23.02,2023,9,8,no
2053,43,1,3,-25.042261,117.793221,True,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8665.101200000001,72127.16,37137.84,43.97,2023,1,26,no
2054,21,1,0,-31.840233,145.612793,False,41,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3425.99,57042.85,93448.03,1017.97,2023,12,4,no
2055,-36,1,4,-31.840233,145.612793,False,52,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6135.29,71438.16,48896.15,49.36,2023,3,1,no
2056,53,0,4,-37.0201,144.9646,False,37,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1684.68,26580.9,37191.09,1897.26,2023,3,17,no
2057,41,0,4,-31.840233,145.612793,False,63,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14938.923999999999,122281.86,51163.54,191.33,2023,12,25,no
2058,32,2,2,-25.042261,117.793221,False,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18631.6424,69370.61,31347.33,42.88,2023,12,30,no
2059,18,0,0,-20.917574,142.702789,True,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5220.891199999999,89236.47,70198.17,271.11,2023,7,25,no
2060,23,1,1,-31.840233,145.612793,False,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,10364.07,130959.8,102043.0796,1180.33,2023,2,5,yes
2061,57,0,1,-25.042261,117.793221,True,32,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1580.4068,55623.99,28132.31,171.09,2023,11,9,no
2062,33,0,0,-31.840233,145.612793,False,112,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3923.8612,45689.13,33700.56,296.94,2023,4,16,no
2063,34,0,4,-37.0201,144.9646,False,92,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1054.7544,45535.53,15621.48,108.53,2023,11,11,yes
2064,27000,2,0,-37.0201,144.9646,False,15,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12391.8648,64421.08,38787.3,178.14,2023,10,31,yes
2065,37,0,3,-37.0201,144.9646,True,108,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3347.8367999999996,79230.33,28828.98,11.13,2023,9,14,no
2066,18,1,3,-20.917574,142.702789,True,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3405.99,44506.03,22856.31,24.61,2023,12,20,no
2067,21000,3,2,-31.840233,145.612793,False,25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,527.1028,27120.14,17471.3,1397.42,2023,8,12,yes
2068,37,0,4,-31.840233,145.612793,False,45,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,7264.4852,122924.6,46164.61,78.32,2023,10,10,no
2069,47,0,0,-37.0201,144.9646,False,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4013.6096,49242.56,27069.1,27.63,2023,9,11,no
2070,44,0,3,-37.0201,144.9646,False,32,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,13126.9432,36215.8,19391.41,87.43,2023,12,20,no
2071,-42,1,1,-20.917574,142.702789,False,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1115.7888,68747.48,50925.31,285.08,2023,7,12,no
2072,18,1,0,-37.0201,144.9646,False,45,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,654.6008,58974.57,33755.03,337.26,2023,10,29,no
2073,48,0,3,-31.840233,145.612793,False,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2968.2044,60243.8,35221.92,6429.91,2023,11,19,yes
2074,32,2,3,-25.042261,117.793221,False,88,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5513.2448,120976.81,36606.87,554.57,2023,11,18,no
2075,33,0,3,-20.917574,142.702789,True,62,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2013.6255999999998,54910.78,23014.21,170.42,2023,11,5,no
2076,40,2,3,-20.917574,142.702789,False,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5563.5972,114829.17,65747.93,324.7,2023,6,7,yes
2077,18,0,2,-20.917574,142.702789,False,32,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,716.9287999999999,45909.69,20643.43,464.37,2023,12,5,yes
2078,-40,3,3,-37.0201,144.9646,False,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2295.0228,37911.56,19484.97,194.47,2023,12,28,no
